0.1: [0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.2: [0.8536, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.3: [0.8539, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.4: [0.8531, 0.8534, 0.8534, 0.8518, 0.8538, 0.8557, 0.8534]
0.5: [0.8537, 0.8528, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.6: [0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.7: [0.8384, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.8: [0.8539, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
0.9: [0.8552, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534, 0.8534]
